ean;ubicación;articulo;color;talla;posiciontalla;descripcion producto;descripcion color;temporada;;no.orden;cliente;nombre cliente;cantidad;servida;operario;status;fecha;hora;caja
8445962824567;01-045;2623TR20;000015;XL;4;JERSEY PUNTO CUELLO ALTO;ROJO / RED;V26;;1111087089;00000042;K42 - MADRID;3;3;000053;S;20251216;09:17;CJ000304450
8445962831245;02-018;2623ML15;000030;M;3;CAMISETA MANGA LARGA ESTAMPADA;CRUDO / OFF-WHITE;V26;;1111087090;00000043;K43 - BARCELONA;1;1;000054;S;20251216;10:30;CJ000304451
8445962832567;02-025;2623PT12;000300;30;2;JEANS REGULAR FIT STRETCH;AZUL CL / LIGHT BLUE;V26;;1111087090;00000043;K43 - BARCELONA;2;2;000054;S;20251216;10:31;CJ000304451
8445962833789;02-033;2623JA22;000010;L;3;CHAQUETA ACOLCHADA CAPUCHA;VERDE / GREEN;V26;;1111087090;00000043;K43 - BARCELONA;1;1;000054;S;20251216;10:31;CJ000304451
8445962834012;02-041;2623VS08;000003;S;1;VESTIDO LARGO MANGA LARGA;BLACK;V26;;1111087090;00000043;K43 - BARCELONA;2;0;000054;D;20251216;10:32;CJ000304451
8445962845123;03-015;2623SU18;000073;XL;4;SUDADERA OVERSIZE;PETROLEO / DARK GREEN;V26;;1111087091;00000044;K44 - VALENCIA;1;1;000055;S;20251216;11:45;CJ000304452
8445962846234;03-022;2623PT15;000306;28;1;JEANS SKINNY BLACK DENIM;BLACK DENIM;V26;;1111087091;00000044;K44 - VALENCIA;3;3;000055;S;20251216;11:46;CJ000304452
8445962847345;03-030;2623TR25;000323;M;3;JERSEY JACQUARD MULTICOLOR;MULTICOLOR / MULTI-C;V26;;1111087091;00000044;K44 - VALENCIA;1;1;000055;S;20251216;11:46;CJ000304452
8445962848456;03-038;2623JA28;000158;M;2;CAZADORA MOTERA PIEL;VINO / WINE RED;V26;;1111087091;00000044;K44 - VALENCIA;2;2;000055;S;20251216;11:47;CJ000304452
8445962849567;03-045;2623BI12;000046;UNI;1;COLLAR LARGO COLGANTE;ORO / GOLD;V26;;1111087091;00000044;K44 - VALENCIA;1;0;000055;D;20251216;11:47;CJ000304452
8445962851234;04-010;2623ML22;000006;L;3;POLO MANGA LARGA BORDADO;AZUL / BLUE;V26;;1111087092;00000045;K45 - SEVILLA;2;2;000056;S;20251216;13:20;CJ000304453
8445962852345;04-018;2623PT18;000302;34;4;JEANS MUJER SLIM PUSH UP;AZUL OSC / DARK BLUE;V26;;1111087092;00000045;K45 - SEVILLA;1;1;000056;S;20251216;13:21;CJ000304453
8445962853456;04-025;2623JA32;000014;XL;4;PARKA LARGA CAPUCHA;KAKI / KHAKI;V26;;1111087092;00000045;K45 - SEVILLA;1;1;000056;S;20251216;13:21;CJ000304453
8445962854567;04-033;2623SU24;000039;M;2;SUDADERA CUELLO REDONDO PRINT;NAVY;V26;;1111087092;00000045;K45 - SEVILLA;3;3;000056;S;20251216;13:22;CJ000304453
8445962861234;05-012;2623TR28;000030;S;1;CARDIGAN PUNTO BOTONES;CRUDO / OFF-WHITE;V26;;1111087093;00000046;K46 - BILBAO;1;1;000057;S;20251216;14:50;CJ000304454
8445962862345;05-020;2623PT22;000300;32;3;JEANS REGULAR LAVADO CLARO;AZUL CL / LIGHT BLUE;V26;;1111087093;00000046;K46 - BILBAO;2;2;000057;S;20251216;14:51;CJ000304454
8445962863456;05-028;2623JA35;000181;L;3;CAZADORA NYLON ACOLCHADA;MARRON OSCURO / DARK;V26;;1111087093;00000046;K46 - BILBAO;1;0;000057;D;20251216;14:51;CJ000304454
8445962864567;05-035;2623VS12;000010;M;3;VESTIDO MIDI PUNTO;VERDE / GREEN;V26;;1111087093;00000046;K46 - BILBAO;2;2;000057;S;20251216;14:52;CJ000304454
8445962865678;05-042;2623BI15;000046;UNI;1;PULSERA CHARM;ORO / GOLD;V26;;1111087093;00000046;K46 - BILBAO;1;1;000057;S;20251216;14:52;CJ000304454
8445962871234;06-008;2623SU30;000003;XXL;6;SUDADERA ZIP COMPLETA;BLACK;V26;;1111087094;00000047;K47 - ZARAGOZA;1;1;000058;S;20251216;16:10;CJ000304455
8445962872345;06-015;2623PT25;000302;30;2;JEANS SLIM ROTOS;AZUL OSC / DARK BLUE;V26;;1111087094;00000047;K47 - ZARAGOZA;2;2;000058;S;20251216;16:11;CJ000304455
8445962873456;06-023;2623JA38;000006;M;2;BOMBER REVERSIBLE;AZUL / BLUE;V26;;1111087094;00000047;K47 - ZARAGOZA;1;1;000058;S;20251216;16:11;CJ000304455
8445962874567;06-030;2623TR32;000015;L;3;JERSEY CABLE KNIT;ROJO / RED;V26;;1111087094;00000047;K47 - ZARAGOZA;2;0;000058;D;20251216;16:12;CJ000304455
8445962881234;07-005;2623ML28;000039;M;3;CAMISETA MANGA LARGA LISA;NAVY;V26;;1111087095;00000048;K48 - MALAGA;3;3;000059;S;20251217;08:30;CJ000304456
8445962882345;07-013;2623PT28;000306;36;5;JEANS MUJER BOYFRIEND;BLACK DENIM;V26;;1111087095;00000048;K48 - MALAGA;1;1;000059;S;20251217;08:31;CJ000304456
8445962883456;07-020;2623JA42;000130;L;3;CHAQUETA PLUMAS LIGERA;GRIS PERLA / PEARL G;V26;;1111087095;00000048;K48 - MALAGA;2;2;000059;S;20251217;08:31;CJ000304456
8445962884567;07-028;2623SU35;000073;XL;4;SUDADERA HOODIE ESTAMPADA;PETROLEO / DARK GREEN;V26;;1111087095;00000048;K48 - MALAGA;1;1;000059;S;20251217;08:32;CJ000304456
8445962885678;07-035;2623BI18;000046;UNI;1;ANILLO AJUSTABLE;ORO / GOLD;V26;;1111087095;00000048;K48 - MALAGA;2;0;000059;D;20251217;08:32;CJ000304456
8445962891234;08-010;2623TR35;000323;M;3;JERSEY RAYAS HORIZONTALES;MULTICOLOR / MULTI-C;V26;;1111087096;00000049;K49 - MURCIA;1;1;000060;S;20251217;10:00;CJ000304457
8445962892345;08-018;2623PT32;000300;28;1;JEANS WIDE LEG;AZUL CL / LIGHT BLUE;V26;;1111087096;00000049;K49 - MURCIA;2;2;000060;S;20251217;10:01;CJ000304457
8445962893456;08-025;2623JA45;000003;M;2;CHAQUETA DENIM OVERSIZE;BLACK;V26;;1111087096;00000049;K49 - MURCIA;1;1;000060;S;20251217;10:01;CJ000304457
8445962894567;08-033;2623VS15;000158;S;1;VESTIDO CORTO FIESTA;VINO / WINE RED;V26;;1111087096;00000049;K49 - MURCIA;3;3;000060;S;20251217;10:02;CJ000304457
8445962901234;09-007;2623SU38;000030;L;3;SUDADERA CREWNECK LOGO;CRUDO / OFF-WHITE;V26;;1111087097;00000050;K50 - ALICANTE;2;2;000061;S;20251217;11:30;CJ000304458
8445962902345;09-015;2623PT35;000302;32;3;JEANS CARGO REGULAR;AZUL OSC / DARK BLUE;V26;;1111087097;00000050;K50 - ALICANTE;1;1;000061;S;20251217;11:31;CJ000304458
8445962903456;09-022;2623JA48;000010;XL;4;CAZADORA VINTAGE WASH;VERDE / GREEN;V26;;1111087097;00000050;K50 - ALICANTE;2;0;000061;D;20251217;11:31;CJ000304458
8445962904567;09-030;2623TR38;000006;M;2;JERSEY CUELLO PERKINS;AZUL / BLUE;V26;;1111087097;00000050;K50 - ALICANTE;1;1;000061;S;20251217;11:32;CJ000304458
8445962905678;09-038;2623BI22;000046;UNI;1;PENDIENTES ARO GRANDES;ORO / GOLD;V26;;1111087097;00000050;K50 - ALICANTE;2;2;000061;S;20251217;11:32;CJ000304458
8445962911234;10-005;2623ML32;000003;M;3;CAMISETA MANGA LARGA BASICA;BLACK;V26;;1111087098;00000051;K51 - CORDOBA;3;3;000062;S;20251217;13:00;CJ000304459
8445962912345;10-013;2623PT38;000300;34;4;JEANS MUJER FLARE;AZUL CL / LIGHT BLUE;V26;;1111087098;00000051;K51 - CORDOBA;1;1;000062;S;20251217;13:01;CJ000304459
8445962913456;10-020;2623JA52;000039;L;3;TRENCH COAT CLASICO;NAVY;V26;;1111087098;00000051;K51 - CORDOBA;1;1;000062;S;20251217;13:01;CJ000304459
8445962914567;10-028;2623SU42;000015;XL;4;SUDADERA HALF ZIP;ROJO / RED;V26;;1111087098;00000051;K51 - CORDOBA;2;2;000062;S;20251217;13:02;CJ000304459
8445962915678;10-035;2623VS18;000030;M;3;VESTIDO CAMISERO MIDI;CRUDO / OFF-WHITE;V26;;1111087098;00000051;K51 - CORDOBA;1;0;000062;D;20251217;13:02;CJ000304459
